entidad_a,enticve1,numeral,nombre1,presup1,presup2,presup3
9,09,68,FIDEICOMISO MUSEO DEL ESTANQUILLO,10291765,10291765,16241381
9,09,69,FIDEICOMISO PARA LA PROMOCION Y DESARROLLO DEL CINE MEXICANO EN LA CIUDAD DE MEXICO,13050000,13050000,13317044
9,09,70,FIDEICOMISO BIENESTAR EDUCATIVO DE LA CIUDAD DE MEXICO,7381017663,7381017663,7284804281
9,09,71,FONDO PARA EL DESARROLLO ECONOMICO Y SOCIAL DE LA CIUDAD DE MEXICO,13813730,13813730,10880143
9,09,72,FONDO DE DESARROLLO ECONOMICO DEL DISTRITO FEDERAL,9035407,9035407,32130665
9,09,73,FONDO PARA EL DESARROLLO SOCIAL DE LA CIUDAD DE MEXICO,701363977,701363977,508212063
9,09,74,FONDO MIXTO DE PROMOCION TURISTICA DE LA CIUDAD DE MEXICO,133926335,133926335,128643201
9,09,75,CENTRO DE CONCILIACION LABORAL DE LA CIUDAD DE MEXICO,0,0,9445105
10,10,1,DESPACHO DEL EJECUTIVO,65346216,209843330,249326794
10,10,2,SECRETARIA GENERAL DE GOBIERNO,23018056,199444191,207017060
10,10,3,SECRETARIA DE FINANZAS Y DE ADMINISTRACION,172461987,508440756,474041891
10,10,4,SECRETARIA DE COMUNICACIONES Y OBRAS PUBLICAS,5325918,982421957,972596100
10,10,5,SECRETARIA DE DESARROLLO ECONOMICO,4462280,33018923,64060842
10,10,6,SECRETARIA DE AGRICULTURA GANADERIA Y DESARROLLO RURAL,4491065,125672632,114648767
10,10,7,SECRETARIA DE EDUCACION,99533519,11677920700,12993748800
10,10,8,SECRETARIA DE CONTRALORIA,4785859,63859128,62373391
10,10,9,SECRETARIA DE RECURSOS NATURALES Y MEDIO AMBIENTE,3323492,42516701,59427862
10,10,10,SECRETARIA DE SEGURIDAD PUBLICA,141767385,819148455,964038142
10,10,11,SECRETARIA DE BIENESTAR SOCIAL,4601231,209634905,139294630
10,10,12,FISCALIA GENERAL DEL ESTADO,100712214,586111180,599552788
10,10,13,SECRETARIA DE TURISMO,4035863,38487306,149350584
10,10,14,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,3700104,44691201,43512498
10,10,15,SECRETARIADO EJECUTIVO DEL CONSEJO ESTATAL DE SEGURIDAD PUBLICA,262435579,262435579,286605627
10,10,16,INSTITUTO DE ATENCION Y PROTECCION A MIGRANTES Y SUS FAMILIAS,13800803,13800803,11101604
10,10,17,COMISION ESTATAL DE ATENCION INTEGRAL A VICTIMAS,11060595,11060595,11116617
10,10,18,DIRECCION DE TRANSPORTE AEREO DEL GOBIERNO DEL ESTADO,23000617,18000619,34950573
10,10,19,COMISION DE AGUAS DEL ESTADO,24495657,106392418,181541734
10,10,20,INSTITUTO PARA LA INFRAESTRUCTURA FISICA EDUCATIVA DEL ESTADO DE DURANGO,318404850,318404850,176828124
10,10,21,CENTRO CULTURAL Y DE CONVENCIONES DEL ESTADO DE DURANGO,6795777,6795777,8113250
10,10,22,SERVICIOS DE SALUD DEL ESTADO,2842211031,2973031850,4320296702
10,10,23,SISTEMA ESTATAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,244353196,433544107,502073723
10,10,24,COLEGIO DE BACHILLERES DEL ESTADO DE DURANGO,148110850,148110850,758970999
10,10,25,CONSEJO DE CIENCIA Y TECNOLOGIA DEL ESTADO DE DURANGO,5717202,5704995,5202172
10,10,26,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE DURANGO,66983485,66983485,78113840
10,10,27,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE DURANGO,38248226,38248226,373559599
10,10,28,INSTITUTO DURANGUENSE DE EDUCACION PARA ADULTOS,86603145,86603145,114438414
10,10,29,INSTITUTO TECNOLOGICO SUPERIOR DE LERDO,20572720,20572720,43898454
10,10,30,INSTITUTO TECNOLOGICO SUPERIOR DE LA REGION DE LOS LLANOS,10520117,10520117,17369406
10,10,31,INSTITUTO TECNOLOGICO SUPERIOR DE SANTIAGO PAPASQUIARO,10961792,10961792,30046768
10,10,32,INSTITUTO DE CULTURA DEL ESTADO DE DURANGO,51838527,51838527,87805042
10,10,33,SISTEMA ESTATAL DE TELESECUNDARIAS,799016860,779156860,957277261
10,10,34,UNIVERSIDAD PEDAGOGICA DE DURANGO,2896900,74230963,85548754
10,10,35,UNIVERSIDAD POLITECNICA DE DURANGO,13388395,13388395,36045012
10,10,36,UNIVERSIDAD POLITECNICA DE GOMEZ PALACIO,12398232,12398232,32802061
10,10,37,BENEMERITA Y CENTENARIA ESCUELA NORMAL DEL ESTADO DE DURANGO,2589835,2589835,3824119
10,10,38,INSTITUTO TECNOLOGICO SUPERIOR DE SANTA MARIA DEL ORO,3623037,3623037,10796771
10,10,39,UNIVERSIDAD TECNOLOGICA DE DURANGO,17170499,17170499,52702411
10,10,40,UNIVERSIDAD TECNOLOGICA DE LA LAGUNA,6840186,6840186,27865209
10,10,41,UNIVERSIDAD TECNOLOGICA DE EL MEZQUITAL,1379188,1379188,7585457
10,10,42,UNIVERSIDAD TECNOLOGICA DE POANAS,3779643,3779643,16354451
10,10,43,UNIVERSIDAD POLITECNICA DE CUENCAME,4543233,4543233,13217520
10,10,44,UNIVERSIDAD TECNOLOGICA DE RODEO,2739868,2739868,12731529
10,10,45,UNIVERSIDAD TECNOLOGICA DE TAMAZULA,2014550,2014550,6292103
10,10,46,SECRETARIA EJECUTIVA DEL SISTEMA LOCAL ANTICORRUPCION,9600000,10100000,10696421
10,10,47,FISCALIA ESPECIALIZADA EN COMBATE A LA CORRUPCION DEL ESTADO DE DURANGO,28886746,28886746,28886746
10,10,48,INSTITUTO DURANGUENSE DE LA JUVENTUD,5604540,6604540,7221469
10,10,49,INSTITUTO ESTATAL DE LAS MUJERES,8973393,9973393,30949350
10,10,50,COMISION ESTATAL DE SUELO Y VIVIENDA,42977249,42977249,108662381
10,10,51,CENTROS DE CONCILIACION LABORAL DEL ESTADO DE DURANGO,14396280,14396280,13587261
10,10,52,DIRECCION DE PENSIONES DEL ESTADO DE DURANGO,633532601,553532601,629811986
11,11,1,OFICINA DEL GOBERNADOR,14578890,14578890,15622891
11,11,2,COORDINACION GENERAL DE COMUNICACION SOCIAL,89733517,89733517,123832127
11,11,3,OFICINA DEL SECRETARIO PARTICULAR,85952351,85952351,87328750
11,11,4,INSTITUTO DE PLANEACION ESTADISTICA Y GEOGRAFIA DEL ESTADO DE GUANAJUATO,36350213,36350213,38706443
11,11,5,JEFATURA DE GABINETE DEL PODER EJECUTIVO,44637798,44637798,59616561
11,11,6,UNIDAD DE TRANSPARENCIA Y ARCHIVOS DEL PODER EJECUTIVO,30197183,30197183,30527370
11,11,7,OFICINA DE REPRESENTACION DEL GOBIERNO DEL ESTADO DE GUANAJUATO EN LA CIUDAD DE MEXICO,9049478,9049478,9927704
11,11,8,COORDINACION GENERAL JURIDICA,29041440,29041440,31624593
11,11,9,SECRETARIA DE GOBIERNO,1314623606,1314623606,1197449184
11,11,10,SECRETARIA DE DESARROLLO SOCIAL Y HUMANO,898987867,913087867,2090831481
11,11,11,SECRETARIA DE FINANZAS INVERSION Y ADMINISTRACION,1323473413,1183473413,891850999
11,11,12,SECRETARIA DE SEGURIDAD PUBLICA,5268412418,5272412418,5202762999
11,11,13,SECRETARIA DE DESARROLLO AGROALIMENTARIO Y RURAL,618984528,639484528,893166625
11,11,14,SECRETARIA DE DESARROLLO ECONOMICO SUSTENTABLE,616166584,639566584,1268025017
11,11,15,SECRETARIA DE EDUCACION,25104990271,25112990271,27029786182
11,11,16,SECRETARIA DE INFRAESTRUCTURA CONECTIVIDAD Y MOVILIDAD,730441114,730441114,1856329412
11,11,17,SECRETARIA DE TURISMO,196103539,209703539,537416977
11,11,18,SECRETARIA DE LA TRANSPARENCIA Y RENDICION DE CUENTAS,169181149,169181149,182130996
11,11,19,SECRETARIA DE MEDIO AMBIENTE Y ORDENAMIENTO TERRITORIAL,153250239,160250239,222679426
11,11,20,SECRETARIA DEL MIGRANTE Y ENLACE INTERNACIONAL,39000719,39000719,35720765
11,11,21,SERVICIO DE ADMINISTRACION TRIBUTARIA DEL ESTADO DE GUANAJUATO,497472619,497472619,647230325
11,11,22,SECRETARIADO EJECUTIVO DEL SISTEMA ESTATAL DE SEGURIDAD PUBLICA,851971164,851971164,500611866
11,11,23,COORDINACION GENERAL DE INFORMACION ESTRATEGICA,65589125,65589125,75900958
11,11,24,UNIDAD DE ANALISIS Y ESTRATEGIA DE SEGURIDAD CIUDADANA,2679587,2679587,841429
11,11,25,SECRETARIA EJECUTIVA DEL SISTEMA DE PROTECCION DE LOS DERECHOS DE NIÑAS NIÑOS Y ADOLESCENTES,8768169,8768169,9110650
11,11,26,COMISION ESTATAL DE BUSQUEDA DE PERSONAS,8865764,8865764,17073306
11,11,27,COMISION DE DEPORTE DEL ESTADO DE GUANAJUATO,139806019,152956019,355028732
11,11,28,UNIDAD DE TELEVISION DE GUANAJUATO,70862330,70862330,163302827
11,11,29,SISTEMA ESTATAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,859909392,866409392,869606508
11,11,30,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE GUANAJUATO,1112154429,1112154429,1176681232
11,11,31,UNIVERSIDAD TECNOLOGICA DEL NORTE DEL ESTADO DE GUANAJUATO,88633563,88633563,103146916
11,11,32,MUSEO ICONOGRAFICO DEL QUIJOTE,14715540,14715540,15232445
11,11,33,COMISION ESTATAL DEL AGUA DE GUANAJUATO,296870057,296870057,323893751
11,11,34,COORDINADORA DE FOMENTO AL COMERCIO EXTERIOR,64773306,64773306,78018807
11,11,35,INSTITUTO ESTATAL DE LA CULTURA,164926890,164926890,305646822
11,11,36,UNIVERSIDAD TECNOLOGICA DE LEON,167787214,167787214,180636462
11,11,37,INSTITUTO TECNOLOGICO SUPERIOR DE IRAPUATO,101448012,101448012,128199813
11,11,38,SISTEMA AVANZADO DE BACHILLERATO Y EDUCACION SUPERIOR EN EL ESTADO DE GUANAJUATO,905765342,905765342,897311669
11,11,39,INSTITUTO DE SALUD PUBLICA DEL ESTADO DE GUANAJUATO,14305465390,14323215390,15031761822
11,11,40,INSTITUTO TECNOLOGICO SUPERIOR DEL SUR DE GUANAJUATO,27977226,27977226,28860421
11,11,41,COMISION ESTATAL DE CONCILIACION Y ARBITRAJE MEDICO,10743453,10743453,12139938
11,11,42,UNIVERSIDAD TECNOLOGICA DEL SUROESTE DE GUANAJUATO,59854588,59854588,66511390
11,11,43,INSTITUTO PARA EL DESARROLLO Y ATENCION A LAS JUVENTUDES DEL ESTADO DE GUANAJUATO,123821259,128821259,357269569
11,11,44,PROCURADURIA AMBIENTAL Y DE ORDENAMIENTO TERRITORIAL DEL ESTADO DE GUANAJUATO,45796187,45796187,46413826
11,11,45,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE GUANAJUATO,320018049,320018049,366779400
11,11,46,INSTITUTO DE LA MUJER GUANAJUATENSE,57362298,70362298,88009679
11,11,47,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,0,0,0
11,11,48,ESCUELA PREPARATORIA REGIONAL DEL RINCON,27701787,27701787,26965794
11,11,49,INSTITUTO DE ALFABETIZACION Y EDUCACION BASICA PARA ADULTOS,275184665,275184665,285467803
11,11,50,UNIVERSIDAD POLITECNICA DE GUANAJUATO,98218553,98218553,122789704
11,11,51,FORUM CULTURAL GUANAJUATO,30327088,30327088,45359776
11,11,52,INSTITUTO ESTATAL DE CAPACITACION,215635134,215635134,230093394
11,11,53,UNIVERSIDAD VIRTUAL DEL ESTADO DE GUANAJUATO,343281034,343281034,360062342
11,11,54,CENTRO DE EVALUACION Y CONTROL DE CONFIANZA DEL ESTADO DE GUANAJUATO,88254981,88254981,91870492
11,11,55,INSTITUTO TECNOLOGICO SUPERIOR DE GUANAJUATO,19118196,19118196,20241472
11,11,56,INSTITUTO TECNOLOGICO SUPERIOR DE SALVATIERRA,20685925,20685925,21713931
11,11,57,UNIVERSIDAD POLITECNICA DE PENJAMO,41274439,41274439,49927439
11,11,58,UNIVERSIDAD POLITECNICA DE JUVENTINO ROSAS,46616421,46616421,54218858
11,11,59,UNIVERSIDAD POLITECNICA DEL BICENTENARIO,58298084,58298084,63735454
11,11,60,UNIVERSIDAD TECNOLOGICA DE SAN MIGUEL DE ALLENDE,40551096,40551096,50475227
11,11,61,GUANAJUATO PUERTO INTERIOR,0,0,0
11,11,62,UNIVERSIDAD TECNOLOGICA DE SALAMANCA,42086296,42086296,48096192
11,11,63,PARQUE AGRO TECNOLOGICO XONOTLI SA DE CV,11255345,11255345,11255345
11,11,64,INSTITUTO GUANAJUATENSE PARA PERSONAS CON DISCAPACIDAD,48162815,48162815,55506885
11,11,65,INSTITUTO TECNOLOGICO SUPERIOR DE ABASOLO,23928492,23928492,26937055
11,11,66,INSTITUTO TECNOLOGICO SUPERIOR DE PURISIMA DEL RINCON,22308647,22308647,31467576
11,11,67,UNIVERSIDAD TECNOLOGICA LAJA BAJIO,13520878,13520878,14054751
11,11,68,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,17973641,17973641,18626918
11,11,69,INSTITUTO DE FORMACION EN SEGURIDAD PUBLICA DEL ESTADO,30389806,30389806,69785584
11,11,70,PROCURADURIA DE PROTECCION DE NIÑAS NIÑOS Y ADOLESCENTES,84864282,84864282,94963271
11,11,71,INSTITUTO DE INNOVACION CIENCIA Y EMPRENDIMIENTO PARA LA COMPETITIVIDAD,103977677,103977677,165456363
11,11,72,COMISION ESTATAL DE ATENCION INTEGRAL A VICTIMAS,25101608,29101608,60232768
11,11,73,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE GUANAJUATO,124122122,124122122,139868540
11,11,74,UNIVERSIDAD INTERCULTURAL DEL ESTADO DE GUANAJUATO,0,0,0
11,11,75,FONDOS GUANAJUATO,0,0,0
11,11,76,CENTRO DE LAS ARTES,25009080,25009080,25459145
11,11,77,MUSEO DE ARTE E HISTORIA DE GUANAJUATO,32971034,32971034,34366084
11,11,78,TEATRO BICENTENARIO,32278732,32278732,36907138
11,11,79,PARQUE GUANAJUATO BICENTENARIO,18000000,18000000,19353732
12,12,1,JEFE DE LA OFICINA DEL GOBERNADOR,19166158,19166158,11708140
12,12,2,SECRETARIA GENERAL DE GOBIERNO,333199238,333199238,464431642
12,12,3,SECRETARIA DE FINANZAS Y ADMINISTRACION,3897661589,3200050788,4524149416
12,12,4,SECRETARIA DE EDUCACION GUERRERO,24046514264,24046514264,26753961534
12,12,5,SECRETARIA DE CULTURA,57144261,57144261,101457488
12,12,6,SECRETARIA DE SALUD,7718140644,7718140644,9891786711
12,12,7,SECRETARIA DE DESARROLLO URBANO OBRAS PUBLICAS Y ORDENAMIENTO TERRITORIAL,848138444,848138444,941809770
12,12,8,SECRETARIA DE DESARROLLO Y BIENESTAR SOCIAL,652715167,652715167,262346293
12,12,9,SECRETARIA DE AGRICULTURA GANADERIA PESCA Y DESARROLLO RURAL,386651857,386651857,224893632
12,12,10,SECRETARIA DE FOMENTO Y DESARROLLO ECONOMICO,82426352,82426352,45892834
12,12,11,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,79545776,79545776,152865780
12,12,12,SECRETARIA DE TURISMO,173903950,173903950,455949242
12,12,13,SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES,61967721,61967721,21380829
12,12,14,SECRETARIA DE SEGURIDAD PUBLICA,3184410379,3184410379,2533901368
12,12,15,SECRETARIA DE PROTECCION CIVIL,348021773,348021773,276964858
12,12,16,SECRETARIA DE CONTRALORIA Y TRANSPARENCIA GUBERNAMENTAL,116311167,116311167,140868167
12,12,17,SECRETARIA DE LA MUJER,90527205,90527205,99010672
12,12,18,SECRETARIA DE PLANEACION Y DESARROLLO REGIONAL,108950754,108950754,117132893
12,12,19,CONSEJERIA JURIDICA DEL PODER EJECUTIVO DEL ESTADO,12151866,12151866,26417075
12,12,20,SECRETARIA DE ASUNTOS INDIGENAS Y AFROMEXICANOS,53078668,53078668,37357613
12,12,21,SECRETARIA DE LA JUVENTUD Y LA NIÑEZ,34392896,34392896,29316348
12,12,22,SECRETARIA DE LOS MIGRANTES Y ASUNTOS INTERNACIONALES,56540280,56540280,28730633
12,12,23,CONSEJO DE POLITICAS PUBLICAS,3500000,3500000,2632750
12,12,24,REPRESENTACION DEL PODER EJECUTIVO DEL ESTADO DE GUERRERO EN LA CIUDAD DE MEXICO,13210754,13210754,11259633
12,12,25,PROCURADURIA DE PROTECCION AMBIENTAL,31885491,31885491,50578904
12,12,26,TRIBUNAL DE CONCILIACION Y ARBITRAJE,36280433,36280433,27668941
12,12,27,INSTITUTO ESTATAL PARA LA EDUCACION DE JOVENES Y ADULTOS DE GUERRERO,121888511,121888511,158087232
12,12,28,COLEGIO DE BACHILLERES DEL ESTADO DE GUERRERO,315427866,315427866,928599631
12,12,29,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE GUERRERO,176876870,176876870,201986718
12,12,30,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE GUERRERO,48933286,48933286,320274780
12,12,31,ESCUELA DE PARTERAS PROFESIONALES DEL ESTADO DE GUERRERO OPD,4337116,4337116,4305676
12,12,32,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE GUERRERO,21650832,21650832,58704498
12,12,33,INSTITUTO DE BACHILLERATO DEL ESTADO DE GUERRERO,95903632,95903632,206547078
12,12,34,INSTITUTO DE BACHILLERATO INTERCULTURAL DEL ESTADO DE GUERRERO,5665000,5665000,16797194
12,12,35,INSTITUTO TECNOLOGICO SUPERIOR DE LA COSTA CHICA,26686314,26686314,16797194
12,12,36,INSTITUTO TECNOLOGICO SUPERIOR DE LA MONTAÑA,26884495,26884495,29914034
12,12,37,UNIVERSIDAD INTERCULTURAL DEL ESTADO DE GUERRERO,15170439,15170439,30956938
12,12,38,UNIVERSIDAD POLITECNICA DEL ESTADO DE GUERRERO,13594976,13594976,32037553
12,12,39,UNIVERSIDAD TECNOLOGICA DE ACAPULCO,14705354,14705354,32073635
12,12,40,UNIVERSIDAD TECNOLOGICA DE LA COSTA GRANDE DE GUERRERO,42287824,42287824,90933022
12,12,41,UNIVERSIDAD TECNOLOGICA DE LA REGION NORTE DE GUERRERO,33809439,33809439,72668906
12,12,42,UNIVERSIDAD TECNOLOGICA DEL MAR DEL ESTADO DE GUERRERO,5527266,5527266,15145478
12,12,43,UNIVERSIDAD TECNOLOGICA DE TIERRA CALIENTE,4916744,4916744,12532758
12,12,44,CONSEJO DE CIENCIA TECNOLOGIA E INNOVACION DEL ESTADO DE GUERRERO,3749973,3749973,4296023
12,12,45,RADIO Y TELEVISION DE GUERRERO,25920187,25920187,41600665
12,12,46,LA AVISPA MUSEO INTERACTIVO,7577942,7577942,10499340
12,12,47,ORQUESTA FILARMONICA DE ACAPULCO,19013463,19013463,41232241
12,12,48,INSTITUTO DEL DEPORTE DE GUERRERO,14999828,14999828,56640437
12,12,49,HOSPITAL DE LA MADRE Y EL NIÑO GUERRERENSE,94764724,94764724,151745729
12,12,50,HOSPITAL DE LA MADRE Y EL NIÑO INDIGENA GUERRERENSE,60969881,60969881,68785589
12,12,51,INSTITUTO ESTATAL DE CANCEROLOGIA DR ARTURO BELTRAN ORTEGA,41174289,41174289,88430513
12,12,52,INSTITUTO ESTATAL DE OFTALMOLOGIA,25853892,25853892,36208263
12,12,53,INSTITUTO DE SEGURIDAD SOCIAL DE LOS SERVIDORES PUBLICOS DEL ESTADO DE GUERRERO,104710328,104710328,156039053
12,12,54,INSTITUTO GUERRERENSE DE LA INFRAESTRUCTURA FISICA EDUCATIVA,608770381,608770381,666411039
12,12,55,ACABUS,133000000,133000000,11616423
12,12,56,COMISION DE INFRAESTRUCTURA CARRETERA Y AEROPORTUARIA DEL ESTADO DE GUERRERO,640300994,640300994,780688601
12,12,57,INSTITUTO GUERRERENSE PARA LA ATENCION INTEGRAL DE LAS PERSONAS ADULTAS MAYORES,6893592,6893592,13721767
12,12,58,PARQUE PAPAGAYO,12000000,12000000,70906563
12,12,59,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,721067652,721067652,1055375453
12,12,60,CONSEJO ESTATAL DEL COCOTERO,5335987,5335987,5479142
12,12,61,AGROINDUSTRIAS DEL SUR,8000000,8000000,12225852
12,12,62,CONSEJO ESTATAL DEL CAFE,4947136,4947136,6101244
12,12,63,FIDEICOMISO GUERRERO INDUSTRIAL,3461174,3461174,4237251
12,12,64,FIDEICOMISO PARA EL DESARROLLO ECONOMICO Y SOCIAL DE ACAPULCO,6122544,6122544,10890292
12,12,65,FONDO DE APOYO A LA MICRO PEQUEÑA Y MEDIANA EMPRESA DEL ESTADO DE GUERRERO,2870331,2870331,6498257
12,12,66,INSTITUTO GUERRERENSE DEL EMPRENDEDOR OPD,6242641,6242641,7645297
12,12,67,FIDEICOMISO CENTRO INTERNACIONAL ACAPULCO,0,0,0
12,12,68,FIDEICOMISO PARA LA PROMOCION TURISTICA DE ACAPULCO,45000000,45000000,38621868
12,12,69,PROMOTORA TURISTICA DE GUERRERO,17077375,17077375,23426740
12,12,70,PROMOTORA Y ADMINISTRADORA DE LOS SERVICIOS DE PLAYA DE ZONA FEDERAL MARITIMO TERRESTRE DE ZIHUATANEJO,35748125,35748125,137393866
12,12,71,FIDEICOMISO BAHIA DE ZIHUATANEJO,0,0,686303
12,12,72,INSTITUTO DE VIVIENDA Y SUELO URBANO DE GUERRERO,9538843,9538843,29852213
12,12,73,COMISION DE AGUA POTABLE ALCANTARILLADO Y SANEAMIENTO DEL ESTADO DE GUERRERO,450136427,450136427,857314291
12,12,74,INSTITUTO DE LA POLICIA AUXILIAR DEL ESTADO DE GUERRERO,224101783,224101783,204915081
12,12,75,FIDEICOMISO DE ADMINISTRACION E INVERSION DEL IMPUESTO SOBRE LA PRESTACION DE SERVICIOS DE HOSPEDAJE DE TAXCO,2180000,2180000,1044412
12,12,76,FIDEICOMISO PARA LA ADMINISTRACION DEL IMPUESTO SOBRE LA PRESTACION DEL SERVICIO DE HOSPEDAJE DE IXTAPA ZIHUATANEJO,24000000,31350597,20766447
12,12,77,PROMOTORA Y ADMINISTRADORA DE LOS SERVICIOS DE PLAYA DE ZONA FEDERAL MARITIMO TERRESTRE DE ACAPULCO,0,0,2131548
12,12,78,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION DE GUERRERO,5430003,5430003,5855036
12,12,79,COMISION EJECUTIVA ESTATAL DE ATENCION A VICTIMAS,18808905,18808905,28688174
12,12,80,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE GUERRERO,0,0,6602884
13,13,1,OFICIALIA MAYOR,1127156013,995842013,1212986194
13,13,2,OFICINA DEL GOBERNADOR,25582384,25582384,24806647
13,13,3,PROCURADURIA GENERAL DE JUSTICIA,752414887,772414887,758830686
13,13,4,SECRETARIA DE CONTRALORIA,199582520,163582520,179389503
13,13,5,SECRETARIA DE CULTURA,78619079,71943762,50431488
13,13,6,SECRETARIA DE DESARROLLO AGROPECUARIO,233140106,326393621,381308093
13,13,7,SECRETARIA DE DESARROLLO ECONOMICO,92994664,85367744,98562958
13,13,8,SECRETARIA DE DESARROLLO SOCIAL,127702572,127702572,109987566
13,13,9,SECRETARIA DE EDUCACION PUBLICA,271528037,182916326,606174243
13,13,10,SECRETARIA DE FINANZAS PUBLICAS,1425379819,1425379819,1216121358
13,13,11,SECRETARIA DE GOBIERNO,735338709,714814831,788194560
13,13,12,SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES,117085140,117085140,177265071
13,13,13,SECRETARIA DE MOVILIDAD Y TRANSPORTE,10800024,10800024,9920047
13,13,14,SECRETARIA DE OBRAS PUBLICAS Y ORDENAMIENTO TERRITORIAL,1688998761,2100552580,1390375099
13,13,15,SECRETARIA DE SALUD,75168081,75168081,67221091
13,13,16,SECRETARIA DE SEGURIDAD PUBLICA,2493413908,2483413908,2081345265
13,13,17,SECRETARIA DE TURISMO,52401201,68401201,54242299
13,13,18,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,71291119,71291119,58159737
13,13,19,SECRETARIA EJECUTIVA DE LA POLITICA PUBLICA ESTATAL,150772891,150772891,159732535
13,13,20,UNIDAD DE PLANEACION Y PROSPECTIVA,84820759,84820759,134176604
13,13,21,AGENCIA DE DESARROLLO VALLE DE PLATA,0,1805016,2658965
13,13,22,AGENCIA ESTATAL DE ENERGIA DE HIDALGO,5542367,5525375,5028342
13,13,23,BACHILLERATO DEL ESTADO DE HIDALGO,119356930,117175816,183983546
13,13,24,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE HIDALGO,58695698,58695698,30627123
13,13,25,CENTRO DE JUSTICIA PARA MUJERES DEL ESTADO DE HIDALGO,21717258,21717258,23546521
13,13,26,CENTRO ESTATAL DE MAQUINARIA PARA EL DESARROLLO,2450232,8914444,11583544
13,13,27,CIUDAD DE LAS MUJERES,28321637,28321637,22642694
13,13,28,COLEGIO DE BACHILLERES DEL ESTADO DE HIDALGO,1145544348,1114100932,1336553358
13,13,29,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE HIDALGO,116620214,102357755,118300648
13,13,30,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE HIDALGO,904726055,863685580,992496856
13,13,31,COMISION DE AGUA Y ALCANTARILLADO DE SISTEMAS INTERMUNICIPALES,686291351,0,159791820
13,13,32,COMISION DE AGUA Y ALCANTARILLADO DEL SISTEMA VALLE DEL MEZQUITAL,17829699,7438144,8837904
13,13,33,COMISION ESTATAL DE BIODIVERSIDAD DE HIDALGO,5879633,5879633,5008958
13,13,34,COMISION ESTATAL DE VIVIENDA,50699478,31450785,25220276
13,13,35,COMISION ESTATAL DEL AGUA Y ALCANTARILLADO,65461134,59120156,129945476
13,13,36,COMISION ESTATAL PARA EL DESARROLLO SOSTENIBLE DE LOS PUEBLOS INDIGENAS CEDSPI,69758131,69758131,44436863
13,13,37,CONSEJO DE CIENCIA TECNOLOGIA E INNOVACION DE HIDALGO CITNOVA,12713320,12119181,60661357
13,13,38,CONSEJO EJECUTIVO DEL COMPLEJO CIENTIFICO Y TECNOLOGICO SINCROTRON EN EL ESTADO DE HIDALGO,0,0,0
13,13,39,CONSEJO ESTATAL PARA LA CULTURA Y LAS ARTES DE HIDALGO,1983354,17340217,36457145
13,13,40,COORDINACION GENERAL DEL DISTRITO DE EDUCACION SALUD CIENCIA TECNOLOGIA E INNOVACION,0,0,18236181
13,13,41,CORPORACION DE FOMENTO DE INFRAESTRUCTURA INDUSTRIAL,27856253,13822857,12602055
13,13,42,CORPORACION INTERNACIONAL HIDALGO,0,5821904,5665962
13,13,43,EL COLEGIO DEL ESTADO DE HIDALGO,11973894,10950408,10010991
13,13,44,ESCUELA DE MUSICA DEL ESTADO DE HIDALGO,11305954,8573852,8573852
13,13,45,INSTITUTO CATASTRAL DEL ESTADO DE HIDALGO,21154802,19438754,41314584
13,13,46,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE HIDALGO,164769769,154119769,135371709
13,13,47,INSTITUTO DE VIVIENDA DESARROLLO URBANO Y ASENTAMIENTOS HUMANOS,1342136,417495,609063
13,13,48,INSTITUTO HIDALGUENSE A LA INFRAESTRUCTURA FISICA EDUCATIVA,612748281,612381320,477460681
13,13,49,INSTITUTO HIDALGUENSE DE COMPETITIVIDAD EMPRESARIAL,11551814,11473652,9641804
